Country/Territory,Code,Year,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis
Germany,DEU,2005,296,35731,8472,279,0,496,715,37,595,1341,548,326879,19821,1397,5538,11625,6,1836,165,261980,6,19045,19800,97,191,5873,31960,20968,43255,610,41
Germany,DEU,2006,287,35561,8768,317,0,481,719,45,599,1324,520,321684,20064,1361,5487,11322,8,2213,196,262584,6,18785,20732,98,221,5531,32179,20466,43197,597,37
Germany,DEU,2007,281,35246,9135,357,0,467,695,38,563,1345,499,318687,20535,1376,5507,11160,20,2657,151,263688,3,18761,22015,100,253,5283,32940,20155,43345,591,35
Germany,DEU,2008,273,35096,9576,404,0,466,675,41,561,1372,476,317372,20919,1285,5567,11156,5,3096,151,264802,6,18959,23313,101,289,5049,34054,20108,43882,604,34
Germany,DEU,2009,267,35857,10038,450,0,465,674,38,548,1375,468,318239,21328,1247,5627,11257,8,3478,185,264542,3,19319,24688,101,328,4869,35593,20107,44360,621,33
Germany,DEU,2010,260,37332,10424,508,0,461,665,42,552,1371,460,319114,21385,1227,5726,11343,7,3765,216,258984,6,19561,26290,102,376,4687,36809,19993,44649,628,33
Germany,DEU,2011,250,38347,10650,554,0,460,640,36,567,1355,449,318181,21331,1222,5829,11284,9,3889,153,254502,9,19550,27594,99,416,4575,37650,19738,44603,629,32
Germany,DEU,2012,240,39616,11016,612,0,460,601,33,521,1355,449,323295,21689,1163,5952,11254,1,4140,169,253690,2,19809,29375,99,468,4418,39078,19679,45017,639,32
Germany,DEU,2013,234,40848,11379,679,0,467,592,34,513,1390,450,330674,22264,1176,6084,11413,11,4370,156,255452,1,20196,31198,99,523,4322,40735,19938,45719,656,34
Germany,DEU,2014,222,42303,11539,739,0,460,587,35,493,1422,436,331809,22305,1199,6192,11379,10,4450,151,254813,4,20131,32433,97,580,4232,41462,19669,45516,653,33
Germany,DEU,2015,223,44103,12028,842,0,477,622,33,511,1505,443,345971,23674,1255,6320,11658,7,4654,155,260050,3,21006,34600,99,664,4337,43712,20265,46986,684,35
Germany,DEU,2016,222,45209,12257,874,0,480,615,33,467,1561,444,349510,23986,1328,6410,11613,7,4587,148,262849,39,21307,35136,99,691,4343,44334,20308,47368,691,35
Germany,DEU,2017,218,46086,12375,811,0,473,614,35,451,1586,447,350343,24065,1209,6406,11614,5,4394,149,265156,3,21427,34419,99,640,4401,44216,20267,47310,677,35
Germany,DEU,2018,216,47417,12566,790,0,469,615,35,436,1630,453,355562,24448,1155,6393,11637,5,4312,149,268961,0,21798,34590,99,623,4436,44533,20367,47714,675,35
Germany,DEU,2019,216,49557,12875,782,0,465,617,35,421,1678,462,364285,25096,1098,6379,11664,1,4297,150,274088,0,22363,35220,99,616,4468,45165,20492,48420,678,36
Greece,GRC,1990,43,2520,686,15,0,285,117,5,37,57,244,45678,1893,500,33,439,4,10,43,23726,3,1154,2948,35,8,2350,2627,1748,2969,155,6
Greece,GRC,1991,43,2620,704,15,0,290,137,5,38,73,232,46304,1946,460,32,439,2,9,38,24536,15,1127,2986,38,9,2367,2609,1756,2997,154,7
Greece,GRC,1992,44,2722,724,16,0,294,131,6,63,92,216,47068,2051,435,32,436,0,9,36,25363,2,1108,3049,38,9,2389,2623,1778,3052,151,7
Greece,GRC,1993,47,2815,733,16,0,302,138,3,66,107,191,46931,2098,434,33,435,2,9,35,25785,0,1025,3091,36,9,2371,2611,1735,3019,144,8
Greece,GRC,1994,51,2915,746,16,0,317,134,4,72,142,168,47482,2192,425,36,426,15,9,33,26304,3,960,3139,32,9,2394,2634,1684,2978,139,10
Greece,GRC,1995,55,3009,762,16,0,331,142,3,64,177,154,48195,2298,410,38,423,12,9,31,26840,0,932,3120,31,8,2429,2694,1630,2961,135,14
Greece,GRC,1996,56,3093,773,15,0,344,157,5,59,209,142,48429,2420,383,38,422,1,9,33,27285,2,920,3143,31,8,2434,2739,1591,2933,130,16
Greece,GRC,1997,57,3163,783,14,0,343,159,3,37,241,127,48387,2527,359,35,422,9,9,34,27625,2,882,3081,31,8,2372,2796,1534,2893,126,17
Greece,GRC,1998,57,3234,806,13,0,354,145,7,41,269,120,49152,2743,346,32,430,5,9,37,28280,0,860,3010,34,7,2336,2888,1499,2890,122,19
Greece,GRC,1999,53,3287,823,12,0,363,136,7,33,298,120,49462,2871,322,31,432,115,10,32,28971,1,881,2995,37,6,2291,3032,1477,2904,116,19
Greece,GRC,2000,51,3330,838,11,0,360,129,5,29,335,122,49187,3031,288,31,427,1,11,39,29421,2,904,2949,40,6,2207,3210,1444,2919,117,20
Greece,GRC,2001,49,3374,856,10,0,359,120,6,18,354,128,48892,3065,264,31,418,12,11,28,29783,0,920,2901,40,6,2094,3316,1409,2901,117,20
Greece,GRC,2002,49,3407,882,10,0,362,100,5,27,333,129,48768,3140,257,32,413,2,12,26,30000,0,969,2869,40,5,1976,3399,1376,2905,112,22
Greece,GRC,2003,48,3443,910,9,0,372,120,6,20,325,132,48605,3199,225,32,421,1,13,24,30307,0,1028,2867,38,5,1922,3493,1360,2914,110,25
Greece,GRC,2004,45,3491,938,8,0,374,111,8,16,332,131,47801,3184,220,32,428,0,14,22,30556,0,1101,2837,36,4,1927,3623,1340,2904,108,30
Greece,GRC,2005,43,3570,972,7,0,368,120,5,12,346,136,47038,3147,210,33,437,1,14,22,30654,0,1159,2816,34,4,1888,3850,1328,2924,105,38
Greece,GRC,2006,43,3691,1016,7,0,362,110,5,10,346,142,46733,3031,199,35,438,4,14,22,30777,0,1225,2812,32,4,1828,4252,1315,2958,101,50
Greece,GRC,2007,44,3866,1087,6,0,389,132,6,20,345,161,48050,2862,193,36,449,2,16,48,31382,0,1300,2735,31,3,1820,4845,1334,3061,211,66
Greece,GRC,2008,42,4050,1132,6,0,389,151,3,9,326,158,47016,2977,179,37,459,2,17,22,31598,0,1291,2833,30,3,1735,5018,1316,3090,108,69
Greece,GRC,2009,41,4270,1178,6,0,400,159,7,18,320,168,47236,2784,186,37,476,0,18,20,31443,1,1278,2661,30,3,1684,5487,1301,3132,109,86
Greece,GRC,2010,40,4509,1220,6,0,401,161,8,20,291,169,47087,2864,189,38,484,1,20,21,31350,4,1271,2699,28,3,1566,5765,1277,3185,109,94
Greece,GRC,2011,39,4795,1283,6,0,403,167,7,22,262,175,48147,3102,169,38,505,0,23,21,31956,0,1299,2834,27,3,1477,6056,1298,3330,109,97
Greece,GRC,2012,37,5070,1346,6,0,410,165,5,37,238,174,49105,3426,153,39,520,1,27,28,32636,1,1327,3059,25,3,1392,6219,1310,3478,111,91
Greece,GRC,2013,34,5308,1358,7,0,396,150,4,42,212,156,47887,3787,163,39,516,0,31,21,32566,2,1318,3297,23,3,1289,6035,1285,3518,105,76
Greece,GRC,2014,30,5584,1383,7,0,382,144,5,50,195,137,47176,4615,177,40,520,7,38,21,32688,0,1283,3844,20,3,1234,5740,1274,3627,96,47
Greece,GRC,2015,29,5897,1428,9,0,382,124,5,47,194,129,48018,5300,182,43,522,7,43,22,33165,1,1301,4243,19,3,1250,5787,1280,3745,99,38
Greece,GRC,2016,31,6220,1458,9,0,387,130,6,30,187,124,48832,5719,195,44,517,6,48,22,33581,66,1299,4445,19,3,1236,5766,1284,3840,101,36
Greece,GRC,2017,30,6488,1476,9,0,377,128,5,26,183,130,50809,5649,166,43,505,26,44,23,33865,0,1301,4374,20,3,1240,5933,1303,3853,102,39
Greece,GRC,2018,30,6766,1536,9,0,377,137,5,24,185,135,54042,5874,152,43,504,0,44,24,34702,0,1346,4532,21,3,1267,6220,1342,4001,206,39
Greece,GRC,2019,30,6996,1567,10,0,373,130,4,22,186,137,55921,5957,140,42,500,0,44,24,35234,0,1366,4604,21,4,1278,6399,1366,4075,108,39
India,IND,2007,62224,53407,26269,67671,68053,67595,44087,69323,163270,6092,490850,1812605,525259,692363,18619,195456,2051,849219,10811,601219,2269,171589,163299,5556,47214,190881,875894,230556,415019,24467,61028
India,IND,2008,60843,56488,27779,63747,62028,67494,44464,66685,155231,6120,492343,1897232,521542,679052,19487,194152,1738,845116,10714,625818,2580,179626,168171,5573,43721,199985,913387,238390,424444,24771,60371
India,IND,2009,58449,59418,27243,58734,58617,65811,43077,63708,142325,6216,474490,1898640,500924,663701,19473,190547,1773,802659,10732,634222,2319,177064,165221,5323,39887,202133,890411,236152,415534,24568,57677
India,IND,2012,53433,75330,30619,51001,42686,66282,39520,55026,101377,6023,461592,2119847,480048,614052,20471,198142,335,761001,11672,707505,1074,207229,178139,4772,32879,218869,958036,247920,422871,24864,53069
India,IND,2013,52065,84796,34226,47070,32921,63122,39234,53088,91805,6495,466722,2200623,485209,604279,20511,192867,6562,738243,12197,739345,624,218827,185457,4617,29696,213635,1013921,246916,425083,24815,47702
India,IND,2015,45025,98764,37450,37961,50605,56352,38837,44105,66792,6986,445845,2289079,463048,559843,20753,180206,1152,674059,13571,801613,724,235067,195704,4298,22448,201060,1065412,247930,427616,24094,38167
India,IND,1990,98358,24195,13419,268223,162369,88688,38720,106173,1138,3466,613999,1201775,690913,852761,12818,154133,2097,1081098,10057,376687,7966,78789,92805,7257,202241,129821,601995,144247,315248,23032,61782
India,IND,1991,97134,24862,14011,253431,159473,88014,37806,106715,1707,3559,637316,1243951,682280,837776,13067,159309,2641,1100375,10045,387105,4721,82661,97100,7337,188418,135557,621913,146547,321460,23373,63189
India,IND,1992,94891,25353,14394,237280,151759,86073,38859,107929,3045,3614,657515,1273738,675001,832447,13166,163032,977,1119477,10528,395789,4840,85848,100695,7355,174878,138623,635103,147875,325680,23576,63765
India,IND,1993,91783,26306,14824,222390,142187,85025,39355,103614,5703,3749,625704,1289988,656565,826406,13442,164001,11251,1081215,10170,406002,1896,88235,102753,7008,163748,141224,642943,152524,332205,23482,64305
India,IND,1994,88221,27469,15174,208659,131169,83638,39070,100460,10143,3920,601109,1307746,639401,818668,13830,165973,2234,1036372,10236,417586,1773,90876,105096,6884,153824,144071,648031,157804,338463,23307,64115
India,IND,1995,86142,28678,15489,195629,123847,81222,39445,96995,16865,4004,587389,1316260,628936,813767,13922,166439,2376,1015476,10599,423498,1359,92749,106774,6713,144465,145480,650000,160463,340719,23612,64007
India,IND,1996,83642,30275,16385,181431,120014,77890,39721,95779,26565,4214,584539,1374290,617082,802117,14357,170096,2876,994967,10137,442878,1712,99306,112643,6609,133450,147942,672752,167233,350722,23324,62920
India,IND,1997,82891,32050,17949,169334,118550,79082,40703,98641,39446,4606,603896,1483173,616778,797154,15207,181356,2476,997437,10497,473691,2018,110562,123291,6561,123414,157629,721528,178190,370746,24484,63908
India,IND,1998,80366,33498,18778,154443,108147,79681,41945,98526,56161,4826,605183,1518213,608792,794254,15503,188455,5976,994597,13308,486666,1790,117335,128993,6532,112329,163005,740139,183316,377646,24595,64045
India,IND,1999,78524,34704,18778,138994,84608,77952,42901,98792,75568,5013,602670,1502751,592896,784542,15874,195957,11032,984335,10834,489035,2592,119235,131258,6488,101299,167469,731638,186860,380189,25009,63667
India,IND,2000,77606,36351,19608,126904,70076,75883,43405,97810,95403,5124,595682,1529224,581632,772490,16103,198344,2273,969230,11081,499674,4534,125786,136509,6377,92298,169328,746714,191793,385059,25102,63375
India,IND,2001,75064,38442,20880,115737,73843,74611,43580,94534,114384,5279,577245,1577661,571124,759127,16350,196731,20783,948163,10999,515066,6567,133798,141266,6173,83784,170530,773353,198315,392047,25095,62903
India,IND,2002,71130,40483,21757,103615,80138,70212,44600,88503,131675,5434,556462,1610122,560445,752624,16549,193855,881,923203,12696,526889,3431,140069,144579,5872,75197,169552,789003,203489,394853,24516,61566
India,IND,2003,67440,42257,21911,91452,78316,67185,43147,81535,144856,5527,533984,1601208,546887,744301,16521,187799,641,896411,12145,529603,2694,142991,145495,5601,66588,166483,786436,205656,391704,23727,60580
India,IND,2004,66330,44336,21480,81994,77383,67265,43323,77803,158574,5692,501808,1550655,532874,735923,16410,188096,17737,862040,10704,525969,2097,141777,143931,5646,59966,168375,759948,206188,385071,23641,61396
India,IND,2005,66618,47478,23093,74847,71265,68974,44211,77150,164997,6348,498909,1621446,533475,723771,16942,193890,3782,854406,11106,551872,2442,151722,151602,5663,53944,175739,793382,215875,397227,24104,63816
India,IND,2006,64479,50576,24911,71995,71129,69017,44173,74089,167727,6112,491758,1723531,530760,707019,17759,197521,1384,853721,10719,576557,2787,162694,157858,5636,51039,183540,839788,222996,406408,24405,62500
India,IND,2010,56658,62664,27110,55050,60236,66156,42607,62544,127159,6233,459913,1942316,485952,647679,19903,194573,994,787963,11092,657124,1640,178992,166916,5147,36850,207140,890151,240822,419021,25111,56134
India,IND,2011,55021,67634,28597,52412,63142,66452,42195,59857,113454,6219,453408,2033996,480265,630475,20485,198645,826,791919,11366,684892,1368,191360,173423,5174,34327,213755,925689,247592,426844,25501,54483
India,IND,2014,48398,92895,36704,42065,45334,57974,38180,47286,79395,6625,462649,2232102,474853,578836,20125,183993,892,697780,11501,760977,1219,226879,188804,4379,25656,204750,1047340,241427,418284,24111,41841
India,IND,2016,40773,105315,38673,33198,34592,53423,39190,41836,57316,7306,440225,2350151,439965,510525,21469,180170,822,650963,11398,833843,1533,242916,201902,3908,18625,199234,1078119,253011,434870,24301,34414
India,IND,2017,35394,112741,40466,29994,29355,51599,39452,40309,49562,7578,440926,2409773,428527,478137,22048,182499,2082,654727,11411,860385,1112,250293,207357,3783,16046,199807,1103683,259348,446772,24319,32446
India,IND,2018,35306,121785,43550,28440,34030,53720,40402,41791,46433,8083,434157,2508204,434310,459477,22687,191822,1335,645030,11293,898606,2061,263805,216209,3932,14607,208562,1147884,265438,457661,25398,32021
India,IND,2019,34736,129011,45305,26868,33372,54046,40954,41843,46298,8465,422634,2574410,433661,438004,23261,195336,2065,632345,11348,932587,688,273089,222922,3945,13384,211975,1168381,270037,464914,25876,30987
Indonesia,IDN,2007,10001,17364,5285,17906,2376,7087,2669,11225,2791,467,109058,484163,54227,72361,578,7725,694,79695,124,164406,37,63071,34407,896,16285,43361,93117,79592,112629,1671,7401
Indonesia,IDN,2008,9608,17867,5476,18472,2261,7051,2600,10617,2882,474,106904,500374,53221,70046,586,7704,132,77723,126,168946,7,67098,35225,940,16862,41950,93640,80826,113979,1636,6703
Indonesia,IDN,2009,9183,18357,5649,18940,3012,6946,2540,10075,3095,479,104609,514806,51750,67620,593,7691,1497,75605,126,173532,53,70947,35997,969,17355,40737,94419,81959,115272,1632,6235
Indonesia,IDN,2013,7915,20365,6392,20669,1480,6102,2367,7634,4852,517,89584,573039,47309,54739,611,7474,173,66978,127,193469,43,87432,37624,985,19087,37777,95674,84230,119354,1544,5799
Indonesia,IDN,2015,6946,21485,6737,21526,979,5630,2311,6520,5316,542,83909,603096,46032,48419,617,7410,54,64578,136,202962,34,95843,38126,975,19855,36868,96559,83201,119335,1529,5912
Indonesia,IDN,2016,6469,22082,6970,21104,1077,5393,2296,6132,5340,549,82533,614602,45232,45203,626,7454,270,63106,135,209282,41,99125,39406,964,19428,36866,97605,84434,120717,1483,5825
Indonesia,IDN,1990,19261,9425,2481,25621,3343,11950,2643,18681,12,257,128009,278302,91569,102265,397,6520,230,133685,112,95636,212,33219,22381,982,24297,49320,65596,57983,84478,2000,11316
Indonesia,IDN,1991,18316,9809,2585,24409,3739,11381,2659,18251,74,268,125100,285751,87403,101675,407,6623,173,126918,111,98800,450,34236,22809,965,23110,49190,66641,59154,85907,2046,10994
Indonesia,IDN,1992,17432,10237,2715,23425,3032,11068,2688,17857,150,280,123350,294517,83561,100291,418,6749,2632,121095,110,102344,86,35409,23412,945,22138,49185,67974,60481,87620,1925,10641
Indonesia,IDN,1993,16722,10664,2854,22602,3229,10668,2723,17742,231,293,122167,303860,80639,98645,428,6869,134,115849,109,105995,27,36774,24052,923,21319,49140,69200,61787,89351,1900,10305
Indonesia,IDN,1994,16025,11101,2993,21797,2709,10206,2756,17734,333,306,120251,312544,77869,96941,437,6964,609,111085,109,109559,13,38085,24677,897,20518,48965,70252,62979,90948,1869,9951
Indonesia,IDN,1995,15296,11539,3138,21032,2801,9800,2785,17693,448,318,118083,321557,74956,95445,446,7055,230,106166,108,113315,104,39462,25314,877,19757,48801,71351,64200,92536,1843,9613
Indonesia,IDN,1996,14587,11965,3289,20200,2842,9492,2811,17512,574,330,115789,331193,72146,93434,455,7154,294,101048,108,117565,64,40887,26018,864,18933,48722,72581,65412,94020,1837,9267
Indonesia,IDN,1997,14036,12438,3467,20078,3171,9298,3207,17253,709,344,115176,342414,70257,91368,466,7283,21,96922,108,121912,182,42444,26855,861,18818,48986,74236,66559,95493,2182,8977
Indonesia,IDN,1998,13744,12868,3635,18823,2720,9240,2912,17126,851,357,116838,354220,69467,90221,479,7436,38,94441,110,126010,106,43955,27770,868,17564,49611,76195,67786,97113,1861,8804
Indonesia,IDN,1999,13254,13307,3801,18238,3405,8973,3617,16696,999,371,117608,366292,67942,88702,491,7566,106,91996,111,130040,1196,45487,28605,865,16975,50003,78156,69020,98675,1904,8643
Indonesia,IDN,2000,12754,13792,3970,17982,1125,8737,3474,16236,1155,387,117563,380554,65403,86128,505,7676,539,90092,114,134197,570,47437,29306,871,16685,50289,79733,70431,100417,1814,8419
Indonesia,IDN,2001,12514,14247,4117,18035,1047,8620,3485,15457,1322,403,117026,394941,63486,84493,516,7714,580,89040,117,137844,461,49303,29721,884,16686,50597,80882,71724,102057,1798,8177
Indonesia,IDN,2002,12168,14788,4291,18120,1236,8400,2971,14828,1514,423,116569,410020,61581,82916,529,7792,280,88060,120,141586,982,51325,30449,897,16719,49671,82569,73119,103910,1829,8006
Indonesia,IDN,2003,11761,15328,4473,18171,1096,8150,2905,14237,1748,443,115703,424879,59795,81317,541,7830,460,86467,122,145558,1105,53388,31235,905,16727,48224,84554,74530,105740,1752,7892
Indonesia,IDN,2004,11292,15853,4669,18205,2324,7884,2917,13378,2029,463,114201,440056,58097,78930,552,7859,166020,84928,124,149842,1084,55513,31985,913,16721,45345,86617,76033,107711,1731,7800
Indonesia,IDN,2005,10825,16343,4877,18167,1692,7616,2818,12586,2355,475,112034,455437,56576,76703,561,7844,1198,83441,124,154637,308,57761,32728,913,16650,44476,88816,77582,109735,1708,7716
Indonesia,IDN,2006,10394,16797,5076,17945,3208,7379,2769,11762,2686,478,110253,469704,55316,74642,568,7788,7342,81466,124,159526,19,60342,33682,902,16422,43609,91020,78813,111360,1684,7624
Indonesia,IDN,2010,8637,18800,5819,19607,6125,6717,2458,9342,3499,486,101631,527322,50122,64440,596,7626,1294,72855,124,177788,16,74734,36670,979,18047,39308,95050,82784,116137,1574,5814
Indonesia,IDN,2011,8169,19291,6032,20020,6096,6520,2411,8622,4032,502,97484,540490,48806,60929,599,7631,129,70271,122,183379,74,79023,37234,991,18470,38161,96427,84078,117524,1548,5502
Indonesia,IDN,2012,8085,19831,6220,20320,3871,6301,2392,8160,4512,516,92813,558106,48017,57442,606,7523,107,68494,123,188339,16,82939,37317,974,18746,38001,96052,83990,118387,1549,5684
Indonesia,IDN,2014,7184,20922,6564,21152,2019,5878,2335,7012,5164,524,86953,587184,46493,51473,615,7399,243,65593,132,198139,32,91872,37822,990,19577,37338,95111,84378,120212,1528,5910
Indonesia,IDN,2017,5401,22729,7168,20946,1287,5251,2288,5826,5290,563,80770,626883,44727,43040,636,7538,99,62584,133,215810,16,101261,40286,954,19248,36958,98705,86215,123121,1472,5763
Indonesia,IDN,2018,5030,23591,7393,20607,725,5153,2274,5508,5415,576,78494,639224,44453,40175,646,7589,5494,60886,133,222732,94,103844,41234,948,18906,37046,99795,87438,124701,1486,5656
Indonesia,IDN,2019,4715,24381,7616,20348,637,5011,2261,5264,5603,589,76549,651481,44317,38125,653,7658,621,59589,132,229524,57,106333,42131,940,18641,37004,100930,88670,126348,1455,5560
Iran,IRN,2007,909,7368,1750,295,20,1675,2159,377,436,3664,816,135804,9943,21408,205,4772,24,1238,65,41218,96,7257,8421,1293,266,29819,12576,5609,8851,2671,458
Iran,IRN,2008,891,7847,1825,297,13,1567,2289,363,472,3754,833,136647,10018,20720,206,4775,58,1204,66,42918,143,7677,8666,1248,266,28965,12817,5675,9021,2540,449
Iran,IRN,2009,874,8405,1918,282,3,1464,2423,355,509,3713,873,138683,10137,20141,208,4753,0,1150,68,44685,255,8152,8905,1195,248,27972,13147,5692,9141,2405,441
Iran,IRN,2010,863,8959,2027,280,1,1398,2520,359,566,3689,878,140466,10266,19711,212,4816,20,1115,70,46722,211,8671,9280,1152,243,27212,13549,5751,9326,2316,434
Iran,IRN,2011,849,9493,2115,269,1,1307,2502,353,646,3551,863,141549,10285,19300,216,4802,2,1113,71,48991,224,9022,9604,1094,228,26257,13881,5877,9594,2201,431
Iran,IRN,2012,848,10043,2195,261,0,1251,2531,342,718,3377,883,143509,10296,18946,220,4783,324,1096,73,51230,29,9646,9747,1024,215,25356,14236,5947,9822,2114,432
Iran,IRN,2013,847,10647,2319,265,0,1201,2558,329,779,3135,918,147346,10349,18303,224,4771,69,1096,75,53763,29,10783,10008,964,211,24364,14757,5975,10062,2036,437
Iran,IRN,2014,703,11233,2440,261,0,1103,2549,309,835,3022,931,151443,10259,17135,228,4729,54,1076,74,56475,29,11863,10416,886,203,23049,15217,6069,10311,1940,442
Iran,IRN,2015,674,11844,2582,249,0,1012,2530,278,887,2904,924,157398,10214,15044,232,4676,63,1046,73,59217,77,12976,11052,826,190,21850,15706,6188,10560,1845,449
Iran,IRN,2016,628,12391,2674,243,0,948,2461,252,945,2855,898,161815,10057,11639,236,4656,39,1011,76,61079,210,13660,11502,795,184,21158,15999,6303,10754,1787,447
Iran,IRN,1990,1784,2886,643,1356,2268,2986,1491,776,38,1040,1484,89211,15595,51216,168,3640,40042,4802,58,26647,1106,2765,5268,1658,1309,30693,8207,3999,6936,3704,915
Iran,IRN,1991,1668,2946,671,1126,2596,2897,1476,726,44,1083,1401,90761,14425,46660,170,3672,385,3923,56,27115,757,2881,5381,1598,1082,30285,8321,3953,6777,3627,872
Iran,IRN,1992,1554,3023,705,966,1623,2790,1446,690,50,1128,1347,92769,13307,42555,173,3708,68,3201,55,27599,517,3002,5487,1536,926,29918,8484,3915,6645,3545,834
Iran,IRN,1993,1458,3125,747,847,1718,2728,1441,670,57,1204,1236,94931,12358,40345,177,3783,805,2708,52,28131,455,3153,5614,1486,809,29760,8602,3897,6546,3503,789
Iran,IRN,1994,1396,3251,792,763,1187,2700,1494,663,64,1282,1216,97738,11810,39021,182,3902,53,2417,52,28677,474,3292,5781,1454,728,29863,8814,3896,6510,3503,770
Iran,IRN,1995,1339,3408,846,705,1153,2666,1526,657,72,1380,1156,100689,11311,37860,187,4008,27,2255,50,29282,289,3456,5972,1429,671,29994,9007,3934,6523,3509,754
Iran,IRN,1996,1283,3598,909,630,1126,2629,1544,648,81,1509,1072,103886,10853,36692,193,4109,58,2023,48,29918,261,3628,6167,1398,598,30165,9143,3972,6520,3511,732
Iran,IRN,1997,1240,3813,971,586,495,2615,1617,631,93,1641,1069,107615,10567,35557,200,4223,2781,1957,48,30500,194,3785,6376,1378,555,30439,9353,4012,6560,3559,719
Iran,IRN,1998,1196,4048,1034,540,314,2608,1699,607,108,1796,1062,111399,10280,34184,206,4338,211,1934,48,31120,162,3930,6590,1358,511,30686,9611,4107,6699,3612,702
Iran,IRN,1999,1152,4301,1093,502,277,2587,1778,576,129,1945,1093,115548,10026,32434,213,4436,102,1929,49,31651,146,4051,6796,1337,474,30889,9906,4188,6834,3663,676
